                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.44584,                0.39768,                 0.8935,                0.91457,                0.91353,                0.94226,                0.74795,                0.57589,                0.35751,                0.81646,               0.001047,               0.001047,               0.001047
                     30,                0.44227,                0.40499,                0.89464,                0.88855,                0.91998,                0.93857,                0.75013,                0.56368,                0.37837,                0.80851,              0.0010329,              0.0010329,              0.0010329
                     31,                0.42914,                 0.3861,                0.88912,                0.91718,                0.92484,                0.95028,                0.74884,                0.57701,                0.35898,                0.81563,              0.0010187,              0.0010187,              0.0010187
                     32,                0.43524,                0.39032,                 0.8759,                0.90649,                0.90448,                0.94205,                0.75811,                0.56715,                0.35246,                0.79918,              0.0010046,              0.0010046,              0.0010046
                     33,                0.43583,                0.38038,                 0.8831,                0.90185,                0.90258,                0.94275,                0.74973,                0.55726,                0.35593,                0.81108,             0.00099044,             0.00099044,             0.00099044
                     34,                0.42893,                0.38423,                0.88166,                 0.9403,                0.93992,                0.96116,                0.76419,                0.56055,                 0.3347,                0.79851,             0.00097629,             0.00097629,             0.00097629
                     35,                0.43337,                0.37489,                 0.8769,                0.90333,                0.92701,                0.94294,                0.75881,                0.56965,                0.34374,                0.81765,             0.00096215,             0.00096215,             0.00096215
                     36,                0.43906,                0.37893,                0.87988,                0.93176,                0.93104,                0.95385,                0.76356,                0.55639,                0.33389,                0.79773,               0.000948,               0.000948,               0.000948
                     37,                0.42624,                0.36861,                0.87152,                 0.9241,                0.91782,                0.94944,                0.75632,                0.56217,                0.34121,                0.80234,             0.00093385,             0.00093385,             0.00093385
                     38,                0.40783,                0.35254,                0.87805,                  0.942,                0.92967,                0.95701,                 0.7695,                0.54842,                0.31939,                0.79386,              0.0009197,              0.0009197,              0.0009197
                     39,                0.43683,                0.36805,                0.86734,                0.93107,                0.91424,                0.94846,                0.75257,                0.55764,                 0.3562,                0.79083,             0.00090556,             0.00090556,             0.00090556
                     40,                  0.437,                0.36992,                0.87314,                0.92146,                0.91979,                0.95021,                 0.7616,                0.55246,                0.32776,                0.79367,             0.00089141,             0.00089141,             0.00089141
                     41,                0.41969,                0.36183,                0.87373,                0.90925,                0.94651,                0.95459,                0.77567,                 0.5498,                0.31776,                0.79455,             0.00087726,             0.00087726,             0.00087726
                     42,                0.42546,                 0.3611,                 0.8775,                0.91761,                0.93661,                0.95436,                0.78117,                0.55353,                0.32793,                0.79766,             0.00086312,             0.00086312,             0.00086312
                     43,                0.43195,                0.37316,                0.87306,                0.92714,                0.92624,                0.95686,                0.78062,                0.55149,                0.33083,                0.79655,             0.00084897,             0.00084897,             0.00084897
                     44,                0.41447,                0.35446,                0.87223,                0.92971,                0.94205,                0.96063,                0.78132,                0.55225,                 0.3284,                0.79791,             0.00083482,             0.00083482,             0.00083482
                     45,                0.41554,                0.35526,                0.86809,                0.92193,                0.94949,                0.95715,                0.77788,                0.53163,                0.31872,                0.78199,             0.00082067,             0.00082067,             0.00082067
                     46,                0.41938,                0.35348,                0.86614,                0.92296,                0.94407,                 0.9618,                0.78742,                 0.5448,                0.31167,                0.78502,             0.00080653,             0.00080653,             0.00080653
                     47,                0.40625,                0.33705,                 0.8716,                0.94144,                0.93839,                 0.9652,                0.79211,                0.53677,                0.30253,                0.77345,             0.00079238,             0.00079238,             0.00079238
                     48,                0.39675,                0.32657,                0.86469,                0.93815,                 0.9374,                0.96669,                0.78076,                 0.5368,                0.31876,                0.77965,             0.00077823,             0.00077823,             0.00077823
                     49,                0.39773,                0.33619,                0.86245,                 0.9255,                0.92636,                0.95733,                0.78006,                0.54258,                0.32123,                 0.7847,             0.00076409,             0.00076409,             0.00076409
                     50,                0.40919,                0.33426,                0.86779,                0.92593,                0.92983,                0.95709,                0.77068,                0.53475,                0.31838,                0.78322,             0.00074994,             0.00074994,             0.00074994
                     51,                0.40559,                0.33289,                 0.8661,                0.93722,                0.92418,                0.95456,                0.77367,                0.53819,                0.32294,                0.77689,             0.00073579,             0.00073579,             0.00073579
                     52,                0.40771,                0.33682,                0.86164,                0.93976,                0.92688,                0.95806,                 0.7831,                0.52247,                0.30151,                0.77071,             0.00072164,             0.00072164,             0.00072164
                     53,                  0.395,                0.32621,                 0.8683,                0.94113,                0.93288,                0.95949,                0.78553,                0.52147,                0.31305,                0.77013,              0.0007075,              0.0007075,              0.0007075
                     54,                0.40667,                0.33285,                0.86201,                0.94591,                0.93792,                0.96223,                0.79125,                0.53167,                0.30136,                0.77109,             0.00069335,             0.00069335,             0.00069335
                     55,                 0.3999,                0.30966,                 0.8559,                0.95869,                0.94526,                0.96601,                0.79727,                0.53192,                0.29381,                 0.7752,              0.0006792,              0.0006792,              0.0006792
                     56,                0.38038,                0.30645,                0.85729,                0.94736,                0.94025,                 0.9622,                0.79108,                0.52194,                0.29733,                0.77386,             0.00066506,             0.00066506,             0.00066506
                     57,                0.40612,                0.32833,                0.85816,                0.92851,                0.93033,                 0.9547,                0.78406,                 0.5281,                0.30301,                0.76996,             0.00065091,             0.00065091,             0.00065091
                     58,                0.38431,                0.31203,                0.86063,                0.92647,                0.91961,                0.95752,                0.78271,                0.52644,                0.31436,                0.77205,             0.00063676,             0.00063676,             0.00063676
                     59,                0.38228,                0.30436,                0.85153,                0.92138,                0.95401,                0.96543,                0.78556,                0.52516,                0.30105,                0.77167,             0.00062262,             0.00062262,             0.00062262
                     60,                0.41289,                0.31839,                   0.86,                0.92558,                0.93039,                0.95486,                0.78133,                0.52449,                0.31226,                0.77101,             0.00060847,             0.00060847,             0.00060847
                     61,                0.39235,                0.29928,                0.84716,                0.94878,                0.94501,                0.96854,                0.79476,                0.52646,                0.30346,                0.77678,             0.00059432,             0.00059432,             0.00059432
                     62,                 0.3956,                0.30961,                0.85113,                0.94443,                0.92332,                 0.9588,                0.78902,                0.52992,                0.30299,                0.76797,             0.00058017,             0.00058017,             0.00058017
                     63,                0.38583,                0.31117,                0.85694,                0.93526,                0.93177,                0.95681,                0.77728,                0.53251,                 0.3202,                0.76978,             0.00056603,             0.00056603,             0.00056603
                     64,                0.38176,                0.29756,                0.85014,                0.93635,                0.93627,                0.95669,                0.78567,                0.51103,                0.32369,                 0.7556,             0.00055188,             0.00055188,             0.00055188
                     65,                0.39189,                0.30592,                0.85087,                0.92122,                0.95019,                0.95587,                0.79197,                0.51265,                0.29436,                0.75856,             0.00053773,             0.00053773,             0.00053773
                     66,                0.37876,                0.29686,                0.84774,                0.94806,                0.93631,                0.96779,                0.79884,                0.51277,                0.29024,                  0.758,             0.00052359,             0.00052359,             0.00052359
                     67,                0.35993,                0.27642,                0.84701,                0.95163,                0.95667,                0.96006,                0.79928,                0.51068,                0.28368,                0.75191,             0.00050944,             0.00050944,             0.00050944
                     68,                0.37404,                0.29756,                0.84552,                 0.9327,                0.89957,                0.94929,                 0.7798,                 0.5212,                0.31742,                0.75789,             0.00049529,             0.00049529,             0.00049529
                     69,                0.37625,                0.29579,                0.84261,                0.93203,                0.93753,                0.95577,                0.78069,                0.50692,                0.28827,                0.76065,             0.00048114,             0.00048114,             0.00048114
                     70,                0.36783,                0.28739,                 0.8415,                0.94922,                 0.9454,                0.96564,                0.80261,                0.50354,                0.27582,                0.75626,               0.000467,               0.000467,               0.000467
                     71,                0.35675,                0.27485,                0.83961,                0.93848,                0.94109,                0.96194,                0.80373,                0.50465,                0.27652,                0.74882,             0.00045285,             0.00045285,             0.00045285
                     72,                0.36933,                0.27982,                 0.8437,                0.95974,                0.95281,                0.96976,                0.80755,                 0.5092,                0.26784,                0.75264,              0.0004387,              0.0004387,              0.0004387
                     73,                 0.3683,                0.28157,                0.83989,                0.94347,                0.93444,                 0.9615,                0.79393,                0.50387,                0.27756,                0.74987,             0.00042456,             0.00042456,             0.00042456
                     74,                0.37273,                0.28903,                0.84164,                0.92219,                0.93896,                 0.9581,                0.80031,                0.50412,                 0.2834,                0.75263,             0.00041041,             0.00041041,             0.00041041
                     75,                0.36968,                0.28177,                0.84012,                0.93198,                0.95846,                0.96637,                0.79231,                0.50609,                0.27597,                 0.7517,             0.00039626,             0.00039626,             0.00039626
                     76,                0.37312,                0.27951,                0.83596,                0.93644,                0.93282,                0.95784,                0.79327,                0.49905,                0.27986,                0.74209,             0.00038211,             0.00038211,             0.00038211
                     77,                0.35367,                0.27317,                0.83917,                0.93465,                0.93625,                 0.9572,                0.79659,                0.50158,                0.28421,                0.75191,             0.00036797,             0.00036797,             0.00036797
                     78,                0.36847,                0.27398,                0.83661,                0.94757,                0.94657,                 0.9643,                0.80032,                0.50039,                0.27194,                0.74679,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.3604,                0.27839,                0.83858,                0.94448,                0.94391,                0.96135,                 0.8025,                0.49759,                0.26472,                0.74302,             0.00033967,             0.00033967,             0.00033967
                     80,                0.36162,                0.26037,                  0.832,                 0.9447,                0.93085,                0.95901,                0.79502,                0.50081,                0.28903,                0.74795,             0.00032553,             0.00032553,             0.00032553
                     81,                0.37021,                0.27059,                0.83917,                0.94812,                0.95611,                0.96482,                0.81167,                0.49628,                0.26381,                  0.746,             0.00031138,             0.00031138,             0.00031138
                     82,                0.35667,                 0.2678,                0.83555,                0.94089,                0.94198,                0.95769,                0.80235,                 0.5034,                0.27638,                0.74726,             0.00029723,             0.00029723,             0.00029723
                     83,                0.35364,                0.25917,                0.83444,                0.93387,                0.95408,                 0.9606,                0.80607,                0.49854,                0.27462,                0.74227,             0.00028308,             0.00028308,             0.00028308
                     84,                0.34044,                0.25417,                0.83297,                0.94038,                0.94576,                0.96238,                0.80327,                0.49284,                0.26601,                0.73789,             0.00026894,             0.00026894,             0.00026894
                     85,                0.34961,                0.25366,                0.83545,                0.94347,                0.94567,                0.96038,                0.81078,                0.49639,                0.27121,                0.74175,             0.00025479,             0.00025479,             0.00025479
                     86,                0.34507,                0.25997,                0.83885,                0.94648,                0.95244,                0.96296,                0.81478,                 0.4948,                0.26423,                 0.7438,             0.00024064,             0.00024064,             0.00024064
                     87,                0.35096,                0.26147,                0.83078,                0.94829,                0.94736,                0.96535,                 0.8054,                0.49142,                0.27094,                0.74094,              0.0002265,              0.0002265,              0.0002265
                     88,                0.34958,                 0.2485,                0.82733,                0.93952,                0.94019,                0.96422,                0.81064,                0.49327,                 0.2656,                0.74043,             0.00021235,             0.00021235,             0.00021235
                     89,                0.35479,                0.25358,                 0.8294,                0.95237,                0.94832,                0.96879,                0.82043,                0.49492,                 0.2556,                0.73961,              0.0001982,              0.0001982,              0.0001982
                     90,                0.35537,                0.25178,                0.83113,                0.94746,                0.93919,                0.96411,                0.80985,                0.49678,                0.26959,                0.74027,             0.00018406,             0.00018406,             0.00018406
                     91,                0.61267,                0.26319,                0.74888,                0.95235,                0.94245,                0.97145,                0.81963,                0.49369,                0.27177,                 0.7436,             0.00016991,             0.00016991,             0.00016991
                     92,                0.60406,                0.25102,                0.74518,                0.94949,                0.95935,                0.96983,                0.82296,                0.49255,                0.25709,                0.73896,             0.00015576,             0.00015576,             0.00015576
                     93,                0.59651,                0.24807,                0.74241,                 0.9387,                  0.947,                0.96724,                0.82089,                 0.4891,                0.26863,                0.73801,             0.00014161,             0.00014161,             0.00014161
                     94,                0.58921,                 0.2467,                0.73494,                0.94394,                0.95119,                0.96749,                0.82263,                0.48993,                0.26259,                0.73613,             0.00012747,             0.00012747,             0.00012747
                     95,                0.57944,                0.24191,                0.73638,                0.93969,                0.95463,                0.96838,                0.82675,                0.48969,                0.26897,                0.73688,             0.00011332,             0.00011332,             0.00011332
                     96,                0.60683,                0.24461,                0.73295,                0.93186,                 0.9478,                0.96252,                0.81734,                0.48629,                0.26724,                0.73474,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.59793,                 0.2412,                0.73285,                0.93801,                0.95219,                0.96229,                0.82009,                0.48579,                0.26467,                0.73377,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.59105,                0.23853,                0.73457,                 0.9411,                0.95769,                0.96593,                0.82316,                0.48322,                0.26048,                0.73355,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.56293,                0.23214,                0.73187,                 0.9383,                0.96348,                 0.9688,                0.82482,                0.48276,                0.25703,                0.73493,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.57436,                 0.2347,                0.72996,                0.93922,                0.94712,                0.96553,                0.82079,                0.48007,                0.26147,                0.73491,             4.2584e-05,             4.2584e-05,             4.2584e-05
