                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.35883,                0.40986,                0.86645,                0.95036,                0.91204,                0.97446,                0.93553,                0.23738,                0.28169,                 0.8017,              0.0009197,              0.0009197,              0.0009197
                     21,                0.35024,                0.40832,                0.86526,                 0.9648,                0.95307,                0.98235,                0.95681,                 0.2004,                0.23227,                0.78118,             0.00089141,             0.00089141,             0.00089141
                     22,                0.34392,                0.39659,                0.86851,                0.92998,                0.92805,                0.97571,                0.93988,                0.24288,                0.28265,                0.79608,             0.00086312,             0.00086312,             0.00086312
                     23,                 0.3468,                0.40257,                0.86549,                0.89805,                0.92312,                0.95721,                0.93404,                0.20577,                0.29178,                0.78311,             0.00083482,             0.00083482,             0.00083482
                     24,                0.34105,                0.39621,                0.86713,                0.93609,                 0.9434,                0.98307,                0.96225,                0.19165,                0.23884,                0.78044,             0.00080653,             0.00080653,             0.00080653
                     25,                0.33573,                0.38489,                0.86496,                 0.9684,                0.96345,                0.98834,                 0.9613,                0.20656,                0.22618,                0.78515,             0.00077823,             0.00077823,             0.00077823
                     26,                0.32841,                0.36648,                0.86054,                0.98313,                0.94932,                0.98888,                0.96874,                0.19071,                0.20864,                0.78249,             0.00074994,             0.00074994,             0.00074994
                     27,                0.32667,                0.37037,                0.85848,                0.94713,                0.95127,                0.98473,                0.95918,                0.20175,                0.23158,                0.78373,             0.00072164,             0.00072164,             0.00072164
                     28,                 0.3227,                0.36625,                0.86041,                0.94619,                0.96161,                0.98258,                0.96636,                0.19161,                0.23194,                0.78195,             0.00069335,             0.00069335,             0.00069335
                     29,                0.32201,                0.37446,                0.85981,                0.95227,                0.95629,                0.98469,                0.96774,                0.18335,                0.21757,                0.78085,             0.00066506,             0.00066506,             0.00066506
                     30,                0.31211,                0.34987,                 0.8554,                 0.9673,                0.93721,                0.98029,                0.95199,                 0.2083,                0.23524,                0.78893,             0.00063676,             0.00063676,             0.00063676
                     31,                0.31632,                0.35497,                0.85987,                0.97993,                0.95368,                0.98944,                0.97266,                0.17685,                0.20595,                0.77651,             0.00060847,             0.00060847,             0.00060847
                     32,                0.31276,                0.35271,                0.86092,                0.98063,                0.97191,                 0.9905,                0.96678,                0.19579,                0.20742,                0.78977,             0.00058017,             0.00058017,             0.00058017
                     33,                0.30807,                0.33527,                0.85776,                0.96302,                0.97561,                0.99034,                0.97963,                0.17085,                 0.1998,                0.77727,             0.00055188,             0.00055188,             0.00055188
                     34,                0.30117,                0.34076,                0.85386,                0.92844,                0.93568,                0.98336,                0.96951,                0.17691,                 0.2567,                0.77854,             0.00052359,             0.00052359,             0.00052359
                     35,                0.30539,                0.34336,                0.85798,                0.97477,                0.95845,                0.99045,                0.97855,                0.17065,                0.20345,                0.77582,             0.00049529,             0.00049529,             0.00049529
                     36,                  0.309,                0.32884,                 0.8545,                 0.9585,                0.96936,                0.98915,                0.97629,                0.18086,                0.19721,                0.77633,               0.000467,               0.000467,               0.000467
                     37,                0.29873,                0.32581,                0.85291,                 0.9685,                0.97139,                0.99088,                0.97913,                0.16669,                0.18339,                0.77402,              0.0004387,              0.0004387,              0.0004387
                     38,                0.28634,                0.32143,                0.84967,                0.97727,                0.95973,                0.99131,                0.97881,                0.16152,                0.18672,                0.77485,             0.00041041,             0.00041041,             0.00041041
                     39,                0.28597,                0.30897,                0.84982,                0.96815,                0.95997,                0.99053,                 0.9826,                0.15846,                0.17328,                0.77215,             0.00038211,             0.00038211,             0.00038211
                     40,                 0.2854,                0.31755,                0.84887,                0.95429,                0.96758,                0.99164,                0.98169,                0.15687,                0.17714,                0.77389,             0.00035382,             0.00035382,             0.00035382
                     41,                0.20822,                0.20815,                0.80316,                 0.9618,                0.95298,                 0.9886,                0.97734,                0.16013,                0.19247,                0.77151,             0.00032553,             0.00032553,             0.00032553
                     42,                0.21501,                0.21232,                0.80225,                0.98001,                0.96423,                0.99148,                 0.9808,                0.16691,                0.17799,                0.77336,             0.00029723,             0.00029723,             0.00029723
                     43,                  0.208,                0.20342,                0.80028,                0.96335,                 0.9527,                0.98487,                0.97455,                0.16572,                0.22842,                0.77251,             0.00026894,             0.00026894,             0.00026894
                     44,                0.19891,                0.19189,                0.79304,                0.97582,                0.97065,                0.99102,                0.98215,                 0.1559,                0.17598,                0.77242,             0.00024064,             0.00024064,             0.00024064
                     45,                 0.1971,                0.19126,                0.79987,                0.96651,                 0.9551,                0.98595,                0.97872,                0.15097,                0.19178,                0.77279,             0.00021235,             0.00021235,             0.00021235
                     46,                0.19891,                0.18361,                0.80358,                0.96948,                0.97072,                0.98953,                0.97973,                 0.1536,                0.18657,                0.77203,             0.00018406,             0.00018406,             0.00018406
                     47,                0.18985,                0.18222,                0.79297,                0.96828,                0.97984,                0.99119,                0.98469,                0.14431,                0.17892,                 0.7686,             0.00015576,             0.00015576,             0.00015576
                     48,                0.18607,                0.16952,                0.79681,                0.97042,                0.97709,                0.99221,                0.98452,                0.14228,                0.16246,                0.76838,             0.00012747,             0.00012747,             0.00012747
                     49,                0.18129,                0.17082,                0.79328,                0.97153,                0.96532,                0.98995,                0.98525,                0.14031,                0.16196,                  0.768,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                0.17707,                0.16349,                0.79163,                0.97091,                0.97027,                0.99032,                0.98538,                0.13911,                0.15601,                0.76758,             7.0878e-05,             7.0878e-05,             7.0878e-05
